Timestamp,Webcam_1_Average,Webcam_2_Average
0.0,0.10909090909090909,0.2222222222222222
0.03333333333333333,0.10909090909090909,0.2222222222222222
0.06666666666666667,0.0,0.0
0.1,0.0,0.0
0.13333333333333333,0.0,0.0
0.16666666666666666,0.0,0.0
0.2,0.0,0.0
0.23333333333333334,0.0,0.0
0.26666666666666666,0.0,0.0
0.3,0.0,0.0
0.3333333333333333,0.0,0.0
0.36666666666666664,0.0,0.0
0.4,0.0,0.0
0.43333333333333335,0.0,0.027777777777777776
0.4666666666666667,0.0,0.027777777777777776
0.5,0.0,0.027777777777777776
0.5333333333333333,0.0,0.027777777777777776
0.5666666666666667,0.0,0.027777777777777776
0.6,0.045454545454545456,0.027777777777777776
0.6333333333333333,0.045454545454545456,0.4722222222222222
0.6666666666666666,0.0,0.4722222222222222
0.7,0.0,0.05555555555555555
0.7333333333333333,0.4090909090909091,0.05555555555555555
0.7666666666666667,0.7,0.0
0.8,0.6545454545454545,0.0
0.8333333333333334,0.6545454545454545,0.027777777777777776
0.8666666666666667,0.4,0.027777777777777776
0.9,0.4,0.25
0.9333333333333333,0.2727272727272727,0.25
0.9666666666666667,0.2727272727272727,0.16666666666666666
1.0,0.38181818181818183,0.16666666666666666
1.0333333333333334,0.38181818181818183,0.20833333333333334
1.0666666666666667,0.45454545454545453,0.20833333333333334
1.1,0.4909090909090909,0.18055555555555555
1.1333333333333333,0.34545454545454546,0.16666666666666666
1.1666666666666667,0.3,0.18055555555555555
1.2,0.3,0.1527777777777778
1.2333333333333334,0.3,0.16666666666666666
1.2666666666666666,0.5545454545454546,0.16666666666666666
1.3,0.5545454545454546,0.09722222222222222
1.3333333333333333,0.44545454545454544,0.09722222222222222
1.3666666666666667,0.44545454545454544,0.3055555555555556
1.4,0.2909090909090909,0.3055555555555556
1.4333333333333333,0.2909090909090909,0.2777777777777778
1.4666666666666666,0.8181818181818182,0.2777777777777778
1.5,0.34545454545454546,0.19444444444444445
1.5333333333333334,0.34545454545454546,0.19444444444444445
1.5666666666666667,0.5818181818181818,0.20833333333333334
1.6,0.5818181818181818,0.20833333333333334
1.6333333333333333,0.5818181818181818,0.1388888888888889
1.6666666666666667,0.22727272727272727,0.1388888888888889
1.7,0.22727272727272727,0.2222222222222222
1.7333333333333334,0.6272727272727273,0.2222222222222222
1.7666666666666666,0.6272727272727273,0.1527777777777778
1.8,0.5545454545454546,0.1527777777777778
1.8333333333333333,0.8727272727272727,0.1111111111111111
1.8666666666666667,0.5909090909090909,0.1111111111111111
1.9,0.5909090909090909,0.4444444444444444
1.9333333333333333,0.3090909090909091,0.4444444444444444
1.9666666666666666,0.3090909090909091,0.4583333333333333
2.0,0.6727272727272727,0.4027777777777778
2.033333333333333,0.6727272727272727,0.18055555555555555
2.066666666666667,0.7454545454545455,0.18055555555555555
2.1,0.7454545454545455,0.1388888888888889
2.1333333333333333,0.5,0.1388888888888889
2.1666666666666665,0.5,0.18055555555555555
2.2,0.08181818181818182,0.18055555555555555
2.2333333333333334,0.08181818181818182,0.2638888888888889
2.2666666666666666,0.4727272727272727,0.2638888888888889
2.3,0.6454545454545455,0.2361111111111111
2.3333333333333335,0.6454545454545455,0.2361111111111111
2.3666666666666667,0.39090909090909093,0.19444444444444445
2.4,0.39090909090909093,0.19444444444444445
2.433333333333333,0.39090909090909093,0.3472222222222222
2.466666666666667,0.3,0.3472222222222222
2.5,0.3,0.75
2.533333333333333,0.35454545454545455,0.75
2.566666666666667,0.35454545454545455,0.2777777777777778
2.6,0.24545454545454545,0.2777777777777778
2.6333333333333333,0.3090909090909091,0.19444444444444445
2.6666666666666665,0.38181818181818183,0.19444444444444445
2.7,0.38181818181818183,0.125
2.7333333333333334,0.7909090909090909,0.125
2.7666666666666666,0.6363636363636364,0.16666666666666666
2.8,0.6454545454545455,0.16666666666666666
2.8333333333333335,0.6454545454545455,0.2222222222222222
2.8666666666666667,0.37272727272727274,0.2222222222222222
2.9,0.37272727272727274,0.16666666666666666
2.933333333333333,0.5818181818181818,0.16666666666666666
2.966666666666667,0.35454545454545455,0.20833333333333334
3.0,0.35454545454545455,0.20833333333333334
3.033333333333333,0.35454545454545455,0.05555555555555555
3.066666666666667,0.509090909090909,0.05555555555555555
3.1,0.9272727272727272,0.1527777777777778
3.1333333333333333,0.9272727272727272,0.1527777777777778
3.1666666666666665,0.9272727272727272,0.375
3.2,0.5272727272727272,0.375
3.2333333333333334,0.5272727272727272,0.16666666666666666
3.2666666666666666,0.6181818181818182,0.16666666666666666
3.3,0.6181818181818182,0.3194444444444444
3.3333333333333335,0.5363636363636364,0.3194444444444444
3.3666666666666667,0.5363636363636364,0.18055555555555555
3.4,0.34545454545454546,0.16666666666666666
3.433333333333333,0.6181818181818182,0.16666666666666666
3.466666666666667,0.6181818181818182,0.16666666666666666
3.5,0.5909090909090909,0.1111111111111111
3.533333333333333,0.6,0.1111111111111111
3.566666666666667,0.43636363636363634,0.18055555555555555
3.6,0.43636363636363634,0.18055555555555555
3.6333333333333333,0.38181818181818183,0.2222222222222222
3.6666666666666665,0.38181818181818183,0.2222222222222222
3.7,0.38181818181818183,0.2777777777777778
3.7333333333333334,0.7454545454545455,0.2777777777777778
3.7666666666666666,0.7454545454545455,0.4166666666666667
3.8,0.15454545454545454,0.4166666666666667
3.8333333333333335,0.23636363636363636,0.3333333333333333
3.8666666666666667,0.3181818181818182,0.3055555555555556
3.9,0.3181818181818182,0.2638888888888889
3.933333333333333,0.3,0.2638888888888889
3.966666666666667,0.3,0.2638888888888889
4.0,0.13636363636363635,0.2638888888888889
4.033333333333333,0.19090909090909092,0.25
4.066666666666666,0.19090909090909092,0.19444444444444445
4.1,0.19090909090909092,0.20833333333333334
4.133333333333334,0.41818181818181815,0.20833333333333334
4.166666666666667,0.4636363636363636,0.19444444444444445
4.2,0.4636363636363636,0.19444444444444445
4.233333333333333,0.4636363636363636,0.06944444444444445
4.266666666666667,0.6636363636363637,0.06944444444444445
4.3,0.4,0.3055555555555556
4.333333333333333,0.4,0.3055555555555556
4.366666666666666,0.35454545454545455,0.2361111111111111
4.4,0.35454545454545455,0.2361111111111111
4.433333333333334,0.35454545454545455,0.3055555555555556
4.466666666666667,0.39090909090909093,0.16666666666666666
